line,price,from,to,trans,min,train+walk_min
JR埼京線,7.3,池袋,新橋,1,20,40
JR埼京線,8.2,新宿,新橋,0,4,24
JR埼京線,11.0,渋谷,新橋,1,18,38
JR埼京線,11.0,恵比寿,新橋,0,1,21
JR埼京線,8.2,大崎,新橋,0,9,29
JR埼京線,7.7,西大井,新橋,0,14,34
JR埼京線,6.3,武蔵小杉,新橋,1,17,37
JR埼京線,3.9,羽沢横浜国大,新橋,2,37,57
JR外房線,6.0,千葉,新橋,2,73,93
JR外房線,6.1,本千葉,新橋,2,73,93
JR外房線,5.3,蘇我,新橋,2,58,78
JR外房線,4.3,鎌取,新橋,2,67,87
JR外房線,2.7,誉田,新橋,2,71,91
JR外房線,3.3,土気,新橋,2,82,102
JR外房線,3.2,大網,新橋,2,87,107
JR外房線,2.5,永田,新橋,2,90,110
JR外房線,2.7,本納,新橋,2,93,113
JR外房線,2.4,新茂原,新橋,2,97,117
JR外房線,3.3,茂原,新橋,2,98,118
JR外房線,3.2,八積,新橋,2,105,125
JR外房線,3.2,上総一ノ宮,新橋,2,105,125
JR外房線,4.0,東浪見,新橋,2,111,131
JR外房線,4.0,太東,新橋,2,114,134
JR外房線,4.3,長者町,新橋,2,118,138
JR外房線,4.0,三門,新橋,2,120,140
JR外房線,3.4,大原,新橋,2,124,144
JR外房線,4.0,浪花,新橋,2,129,149
JR外房線,4.0,御宿,新橋,2,134,154
JR外房線,4.6,勝浦,新橋,2,140,160
JR外房線,4.0,鵜原,新橋,2,155,175
JR外房線,4.0,上総興津,新橋,2,159,179
JR外房線,4.0,安房小湊,新橋,2,169,189
JR外房線,4.0,安房天津,新橋,2,173,193
JR外房線,9.4,安房鴨川,新橋,2,167,187
JR宇都宮線,3.6,那須塩原,新橋,2,104,124
JR宇都宮線,2.5,矢板,新橋,2,137,157
JR宇都宮線,2.9,片岡,新橋,2,132,152
JR宇都宮線,3.3,蒲須坂,新橋,2,127,147
JR宇都宮線,3.6,氏家,新橋,2,123,143
JR宇都宮線,4.7,宝積寺,新橋,2,117,137
JR宇都宮線,4.6,岡本,新橋,2,217,237
JR宇都宮線,4.4,宇都宮,新橋,2,92,112
JR宇都宮線,4.7,雀宮,新橋,2,135,155
JR宇都宮線,3.6,石橋,新橋,2,299,319
JR宇都宮線,3.5,自治医大,新橋,2,124,144
JR宇都宮線,2.8,小山,新橋,2,80,100
JR宇都宮線,3.2,間々田,新橋,2,103,123
JR宇都宮線,3.6,野木,新橋,2,98,118
JR宇都宮線,3.2,古河,新橋,2,94,114
JR宇都宮線,3.7,栗橋,新橋,2,87,107
JR宇都宮線,4.0,東鷲宮,新橋,2,82,102
JR宇都宮線,4.0,久喜,新橋,2,79,99
JR宇都宮線,5.5,新白岡,新橋,2,76,96
JR宇都宮線,5.6,白岡,新橋,2,72,92
JR宇都宮線,5.1,蓮田,新橋,2,68,88
JR宇都宮線,4.4,東大宮,新橋,2,65,85
JR宇都宮線,4.4,土呂,新橋,2,62,82
JR宇都宮線,6.5,大宮,新橋,2,54,74
JR宇都宮線,6.5,さいたま新都心,新橋,2,54,74
JR宇都宮線,5.7,浦和,新橋,2,50,70
JR宇都宮線,7.0,赤羽,新橋,1,28,48
JR宇都宮線,6.7,尾久,新橋,2,37,57
JR宇都宮線,8.2,上野,新橋,1,22,42
JR山手線,8.2,大崎,新橋,0,9,29
JR山手線,8.9,五反田,新橋,1,29,49
JR山手線,9.9,目黒,新橋,0,14,34
JR山手線,11.0,恵比寿,新橋,0,1,21
JR山手線,11.0,渋谷,新橋,1,18,38
JR山手線,11.4,原宿,新橋,0,12,32
JR山手線,10.1,代々木,新橋,0,2,22
JR山手線,8.2,新宿,新橋,0,4,24
JR山手線,7.9,新大久保,新橋,1,17,37
JR山手線,7.6,高田馬場,新橋,1,19,39
JR山手線,7.2,目白,新橋,1,21,41
JR山手線,7.3,池袋,新橋,1,20,40
JR山手線,7.5,大塚,新橋,1,28,48
JR山手線,7.7,巣鴨,新橋,1,27,47
JR山手線,7.3,駒込,新橋,2,30,50
JR山手線,7.0,田端,新橋,2,31,51
JR山手線,7.2,西日暮里,新橋,1,20,40
JR山手線,7.7,日暮里,新橋,1,28,48
JR山手線,7.7,鶯谷,新橋,1,25,45
JR山手線,8.2,上野,新橋,1,22,42
JR山手線,8.9,御徒町,新橋,1,25,45
JR山手線,9.5,秋葉原,新橋,1,18,38
JR山手線,10.1,神田,新橋,1,16,36
JR山手線,9.3,東京,新橋,0,13,33
JR山手線,11.8,有楽町,新橋,0,10,30
JR山手線,11.4,新橋,新橋,0,14,34
JR山手線,10.9,浜松町,新橋,0,9,29
JR山手線,10.1,田町,新橋,0,12,32
JR山手線,9.3,高輪ゲートウェイ,新橋,1,21,41
JR山手線,9.1,品川,新橋,1,21,41
JR川越線,6.5,大宮,新橋,2,54,74
JR川越線,4.2,日進,新橋,2,169,189
JR川越線,4.9,西大宮,新橋,2,64,84
JR川越線,5.1,指扇,新橋,2,66,86
JR川越線,3.1,南古谷,新橋,2,71,91
JR川越線,5.0,川越,新橋,2,77,97
JR川越線,4.0,西川越,新橋,2,92,112
JR川越線,3.0,的場,新橋,2,95,115
JR川越線,2.2,笠幡,新橋,2,101,121
