line,from,to,trans,min
JR宇都宮線,氏家,虎ノ門,2,112
JR宇都宮線,宝積寺,虎ノ門,2,107
JR宇都宮線,宇都宮,虎ノ門,1,86
JR宇都宮線,雀宮,虎ノ門,1,137
JR宇都宮線,石橋,虎ノ門,4,212
JR宇都宮線,自治医大,虎ノ門,1,127
JR宇都宮線,小金井,虎ノ門,1,115
JR宇都宮線,小山,虎ノ門,1,75
JR宇都宮線,間々田,虎ノ門,1,100
JR宇都宮線,野木,虎ノ門,1,96
JR宇都宮線,古河,虎ノ門,1,92
JR宇都宮線,栗橋,虎ノ門,1,85
JR宇都宮線,東鷲宮,虎ノ門,1,80
JR宇都宮線,久喜,虎ノ門,1,76
JR宇都宮線,新白岡,虎ノ門,1,73
JR宇都宮線,白岡,虎ノ門,1,69
JR宇都宮線,蓮田,虎ノ門,1,65
JR宇都宮線,東大宮,虎ノ門,1,60
JR宇都宮線,土呂,虎ノ門,1,57
JR宇都宮線,さいたま新都心,虎ノ門,1,44
JR宇都宮線,浦和,虎ノ門,1,40
JR宇都宮線,赤羽,虎ノ門,1,30
JR宇都宮線,尾久,虎ノ門,1,22
JR宇都宮線,上野,虎ノ門,0,17
JR山手線,大崎,虎ノ門,1,19
JR山手線,五反田,虎ノ門,1,19
JR山手線,目黒,虎ノ門,1,17
JR山手線,恵比寿,虎ノ門,0,19
JR山手線,渋谷,虎ノ門,0,12
JR山手線,原宿,虎ノ門,1,18
JR山手線,代々木,虎ノ門,1,16
JR山手線,新宿,虎ノ門,1,18
JR山手線,新大久保,虎ノ門,1,27
JR山手線,高田馬場,虎ノ門,1,29
JR山手線,目白,虎ノ門,1,32
JR山手線,池袋,虎ノ門,1,27
JR山手線,大塚,虎ノ門,1,35
JR山手線,巣鴨,虎ノ門,1,27
JR山手線,駒込,虎ノ門,1,24
JR山手線,田端,虎ノ門,1,28
JR山手線,西日暮里,虎ノ門,1,26
JR山手線,日暮里,虎ノ門,1,24
JR山手線,鶯谷,虎ノ門,1,22
JR山手線,上野,虎ノ門,0,17
JR山手線,御徒町,虎ノ門,0,22
JR山手線,秋葉原,虎ノ門,0,29
JR山手線,神田,虎ノ門,0,12
JR山手線,東京,虎ノ門,1,9
JR山手線,有楽町,虎ノ門,0,18
JR山手線,新橋,虎ノ門,0,1
JR山手線,浜松町,虎ノ門,1,9
JR山手線,田町,虎ノ門,1,11
JR山手線,高輪ゲートウェイ,虎ノ門,1,14
JR山手線,品川,虎ノ門,1,12
JR川越線,日進,虎ノ門,5,744
JR川越線,西大宮,虎ノ門,1,62
JR川越線,指扇,虎ノ門,1,65
JR川越線,南古谷,虎ノ門,1,70
JR川越線,川越,虎ノ門,1,76
