line,from,to,trans,min
JR湘南新宿ライン（高崎線・東海道線）,武蔵小杉,内幸町,0,26
JR湘南新宿ライン（高崎線・東海道線）,横浜,内幸町,0,37
JR湘南新宿ライン（高崎線・東海道線）,戸塚,内幸町,0,48
JR湘南新宿ライン（高崎線・東海道線）,大船,内幸町,0,54
JR相模線,橋本,内幸町,1,87
JR相模線,南橋本,内幸町,1,121
JR相模線,上溝,内幸町,1,117
JR相模線,番田,内幸町,1,112
JR相模線,原当麻,内幸町,1,106
JR相模線,下溝,内幸町,1,104
JR相模線,相武台下,内幸町,1,98
JR相模線,入谷,内幸町,1,30
JR相模線,海老名,内幸町,0,82
JR相模線,厚木,内幸町,1,89
JR相模線,社家,内幸町,1,93
JR相模線,門沢橋,内幸町,1,88
JR相模線,倉見,内幸町,1,86
JR相模線,宮山,内幸町,1,83
JR相模線,寒川,内幸町,1,80
JR相模線,香川,内幸町,1,77
JR相模線,北茅ケ崎,内幸町,1,74
JR相模線,茅ケ崎,内幸町,0,63
JR総武本線,東千葉,内幸町,1,71
JR総武本線,都賀,内幸町,0,64
JR総武本線,四街道,内幸町,0,68
JR総武本線,物井,内幸町,0,73
JR総武本線,佐倉,内幸町,0,77
JR総武本線,南酒々井,内幸町,1,82
JR総武本線,八街,内幸町,0,101
JR総武本線,日向,内幸町,2,114
JR総武本線,成東,内幸町,0,115
JR総武本線,横芝,内幸町,1,116
JR総武本線,飯倉,内幸町,1,121
JR総武本線,飯岡,内幸町,1,141
JR総武本線,倉橋,内幸町,1,145
JR総武本線,猿田,内幸町,1,149
JR総武本線,松岸,内幸町,1,154
JR総武本線,銚子,内幸町,1,158
JR総武線快速,東京,内幸町,0,13
JR総武線快速,新日本橋,内幸町,0,17
JR総武線快速,馬喰町,内幸町,0,19
JR総武線快速,錦糸町,内幸町,0,23
JR総武線快速,新小岩,内幸町,0,29
JR総武線快速,市川,内幸町,0,34
JR総武線快速,船橋,内幸町,0,41
JR総武線快速,津田沼,内幸町,0,45
JR総武線快速,稲毛,内幸町,0,53
JR総武線快速,千葉,内幸町,0,57
JR青梅線,立川,内幸町,1,74
JR青梅線,西立川,内幸町,1,78
JR青梅線,東中神,内幸町,1,80
JR青梅線,中神,内幸町,1,82
JR青梅線,昭島,内幸町,1,85
JR青梅線,拝島,内幸町,1,88
JR青梅線,牛浜,内幸町,1,92
JR青梅線,福生,内幸町,1,94
JR青梅線,羽村,内幸町,1,97
JR青梅線,小作,内幸町,1,100
JR青梅線,河辺,内幸町,1,103
JR青梅線,東青梅,内幸町,1,109
JR青梅線,青梅,内幸町,1,111
JR青梅線,宮ノ平,内幸町,2,112
JR青梅線,日向和田,内幸町,2,114
JR青梅線,石神前,内幸町,2,116
JR青梅線,二俣尾,内幸町,2,119
JR青梅線,軍畑,内幸町,2,121
JR青梅線,沢井,内幸町,2,124
JR青梅線,御嶽,内幸町,2,127
JR青梅線,川井,内幸町,2,136
JR青梅線,古里,内幸町,2,140
JR青梅線,鳩ノ巣,内幸町,2,143
JR青梅線,奥多摩,内幸町,2,152
JR高崎線,高崎,内幸町,0,139
JR高崎線,倉賀野,内幸町,0,134
JR高崎線,神保原,内幸町,0,123
JR高崎線,本庄,内幸町,0,119
JR高崎線,岡部,内幸町,0,114
JR高崎線,深谷,内幸町,0,109
JR高崎線,籠原,内幸町,0,101
JR高崎線,熊谷,内幸町,0,93
JR高崎線,行田,内幸町,0,89
JR高崎線,北鴻巣,内幸町,0,82
JR高崎線,鴻巣,内幸町,0,77
JR高崎線,北本,内幸町,0,73
JR高崎線,桶川,内幸町,0,68
JR高崎線,北上尾,内幸町,0,65
JR高崎線,上尾,内幸町,4,779
JR高崎線,宮原,内幸町,0,57
JR高崎線,さいたま新都心,内幸町,0,46
JR高崎線,浦和,内幸町,0,41
JR高崎線,赤羽,内幸町,0,32
JR高崎線,尾久,内幸町,0,27
JR高崎線,上野,内幸町,0,20
JR鶴見線,鶴見,内幸町,0,39
JR鶴見線,国道,内幸町,1,43
JR鶴見線,鶴見小野,内幸町,1,45
JR鶴見線,弁天橋,内幸町,1,47
JR鶴見線,浅野,内幸町,1,49
JR鶴見線,新芝浦,内幸町,1,53
JR鶴見線,安善,内幸町,1,50
JR鶴見線,大川,内幸町,1,56
JR鶴見線,武蔵白石,内幸町,1,52
JR鶴見線,浜川崎,内幸町,1,54
JR鶴見線,昭和,内幸町,1,58
JR鶴見線,扇町,内幸町,3,190
JR鹿島線,佐原,内幸町,0,126
JR鹿島線,香取,内幸町,0,131
JR鹿島線,十二橋,内幸町,0,137
JR鹿島線,潮来,内幸町,0,140
JR鹿島線,延方,内幸町,0,145
JR鹿島線,鹿島神宮,内幸町,0,150
つくばエクスプレス,秋葉原,内幸町,0,20
つくばエクスプレス,新御徒町,内幸町,1,21
