line,from,to,trans,min
JR成田線,滑河,溜池山王,1,110
JR成田線,下総神崎,溜池山王,1,116
JR成田線,大戸,溜池山王,1,121
JR成田線,佐原,溜池山王,1,125
JR成田線,香取,溜池山王,1,130
JR成田線,水郷,溜池山王,2,135
JR成田線,小見川,溜池山王,2,140
JR成田線,笹川,溜池山王,2,146
JR成田線,下総橘,溜池山王,2,154
JR成田線,下総豊里,溜池山王,2,158
JR成田線,椎柴,溜池山王,2,163
JR成田線,松岸,溜池山王,2,153
JR成田線,銚子,溜池山王,2,157
JR東海道線,東京,溜池山王,0,16
JR東海道線,新橋,溜池山王,0,3
JR東海道線,品川,溜池山王,1,14
JR東海道線,川崎,溜池山王,1,25
JR東海道線,横浜,溜池山王,1,34
JR東海道線,戸塚,溜池山王,1,45
JR東海道線,大船,溜池山王,1,51
JR東海道線,藤沢,溜池山王,1,54
JR東海道線,辻堂,溜池山王,1,61
JR東海道線,茅ケ崎,溜池山王,1,62
JR東海道線,平塚,溜池山王,1,69
JR東海道線,大磯,溜池山王,1,79
JR東海道線,二宮,溜池山王,1,77
JR東海道線,国府津,溜池山王,1,81
JR東海道線,鴨宮,溜池山王,1,95
JR東海道線,小田原,溜池山王,1,68
JR東海道線,早川,溜池山王,1,104
JR東海道線,根府川,溜池山王,1,109
JR東海道線,真鶴,溜池山王,1,114
JR東海道線,湯河原,溜池山王,1,118
JR東金線,大網,溜池山王,1,88
JR東金線,福俵,溜池山王,2,94
JR東金線,東金,溜池山王,2,101
JR東金線,求名,溜池山王,2,108
JR東金線,成東,溜池山王,1,114
JR根岸線,大船,溜池山王,1,51
JR根岸線,本郷台,溜池山王,1,75
JR根岸線,港南台,溜池山王,1,72
JR根岸線,洋光台,溜池山王,1,70
JR根岸線,新杉田,溜池山王,1,66
JR根岸線,磯子,溜池山王,1,65
JR根岸線,根岸,溜池山王,1,62
JR根岸線,山手,溜池山王,1,59
JR根岸線,石川町,溜池山王,1,55
JR根岸線,関内,溜池山王,1,53
JR根岸線,桜木町,溜池山王,1,51
JR根岸線,横浜,溜池山王,1,34
JR横浜線,八王子,溜池山王,1,67
JR横浜線,片倉,溜池山王,1,104
JR横浜線,八王子みなみ野,溜池山王,1,95
JR横浜線,相原,溜池山王,1,91
JR横浜線,橋本,溜池山王,2,74
JR横浜線,相模原,溜池山王,1,85
JR横浜線,矢部,溜池山王,1,82
JR横浜線,淵野辺,溜池山王,1,80
JR横浜線,古淵,溜池山王,1,77
JR横浜線,町田,溜池山王,0,65
JR横浜線,成瀬,溜池山王,1,70
JR横浜線,長津田,溜池山王,1,55
JR横浜線,十日市場,溜池山王,1,65
JR横浜線,中山,溜池山王,1,56
JR横浜線,鴨居,溜池山王,1,58
JR横浜線,小机,溜池山王,1,54
JR横浜線,新横浜,溜池山王,0,40
JR横浜線,菊名,溜池山王,1,40
JR横浜線,大口,溜池山王,1,57
JR横浜線,東神奈川,溜池山王,1,44
JR横須賀線,東京,溜池山王,0,16
JR横須賀線,新橋,溜池山王,0,3
JR横須賀線,品川,溜池山王,1,14
JR横須賀線,西大井,溜池山王,1,19
JR横須賀線,武蔵小杉,溜池山王,0,27
JR横須賀線,新川崎,溜池山王,1,28
JR横須賀線,横浜,溜池山王,1,34
JR横須賀線,保土ケ谷,溜池山王,1,42
JR横須賀線,東戸塚,溜池山王,1,47
JR横須賀線,戸塚,溜池山王,1,45
JR横須賀線,大船,溜池山王,1,51
JR横須賀線,北鎌倉,溜池山王,1,61
JR横須賀線,鎌倉,溜池山王,1,64
JR横須賀線,逗子,溜池山王,1,68
JR横須賀線,東逗子,溜池山王,1,76
JR横須賀線,田浦,溜池山王,1,80
JR横須賀線,横須賀,溜池山王,1,84
JR横須賀線,衣笠,溜池山王,1,88
JR横須賀線,久里浜,溜池山王,1,94
JR武蔵野線,府中本町,溜池山王,1,60
JR武蔵野線,北府中,溜池山王,2,55
JR武蔵野線,西国分寺,溜池山王,1,51
JR武蔵野線,新小平,溜池山王,2,57
JR武蔵野線,新秋津,溜池山王,1,69
JR武蔵野線,東所沢,溜池山王,1,84
JR武蔵野線,新座,溜池山王,1,80
JR武蔵野線,北朝霞,溜池山王,1,58
JR武蔵野線,西浦和,溜池山王,1,70
JR武蔵野線,武蔵浦和,溜池山王,1,50
JR武蔵野線,南浦和,溜池山王,1,50
JR武蔵野線,東浦和,溜池山王,1,60
JR武蔵野線,東川口,溜池山王,0,49
JR武蔵野線,南越谷,溜池山王,1,61
JR武蔵野線,越谷レイクタウン,溜池山王,1,65
JR武蔵野線,吉川,溜池山王,1,67
JR武蔵野線,吉川美南,溜池山王,1,68
JR武蔵野線,新三郷,溜池山王,1,66
JR武蔵野線,南流山,溜池山王,1,57
JR武蔵野線,新松戸,溜池山王,0,55
JR武蔵野線,新八柱,溜池山王,1,62
JR武蔵野線,東松戸,溜池山王,1,49
JR武蔵野線,市川大野,溜池山王,1,67
JR武蔵野線,船橋法典,溜池山王,1,69
JR武蔵野線,西船橋,溜池山王,1,48
JR湘南新宿ライン（宇都宮線・横須賀線）,浦和,溜池山王,1,38
JR湘南新宿ライン（宇都宮線・横須賀線）,赤羽,溜池山王,0,47
JR湘南新宿ライン（宇都宮線・横須賀線）,池袋,溜池山王,0,35
JR湘南新宿ライン（宇都宮線・横須賀線）,新宿,溜池山王,0,28
JR湘南新宿ライン（宇都宮線・横須賀線）,渋谷,溜池山王,0,10
JR湘南新宿ライン（宇都宮線・横須賀線）,恵比寿,溜池山王,1,18
JR湘南新宿ライン（宇都宮線・横須賀線）,大崎,溜池山王,1,20
JR湘南新宿ライン（宇都宮線・横須賀線）,武蔵小杉,溜池山王,0,27
JR湘南新宿ライン（宇都宮線・横須賀線）,新川崎,溜池山王,1,28
JR湘南新宿ライン（宇都宮線・横須賀線）,横浜,溜池山王,1,34
JR湘南新宿ライン（高崎線・東海道線）,浦和,溜池山王,1,38
JR湘南新宿ライン（高崎線・東海道線）,赤羽,溜池山王,0,47
JR湘南新宿ライン（高崎線・東海道線）,池袋,溜池山王,0,35
JR湘南新宿ライン（高崎線・東海道線）,新宿,溜池山王,0,28
JR湘南新宿ライン（高崎線・東海道線）,渋谷,溜池山王,0,10
JR湘南新宿ライン（高崎線・東海道線）,恵比寿,溜池山王,1,18
JR湘南新宿ライン（高崎線・東海道線）,大崎,溜池山王,1,20
