line,from,to,trans,req_min,req_min+walk,price
東武伊勢崎線,竹ノ塚,宝町,1,38,41,5.9
東武伊勢崎線,谷塚,宝町,1,41,44,5.0
東武伊勢崎線,草加,宝町,1,44,47,4.5
東武伊勢崎線,新田,宝町,1,49,52,3.6
東武伊勢崎線,蒲生,宝町,1,51,54,4.5
東武伊勢崎線,新越谷,宝町,1,51,54,4.8
東武伊勢崎線,越谷,宝町,1,54,57,4.7
東武大師線,西新井,宝町,1,35,38,6.1
東武東上線,小川町,宝町,1,15,18,4.4
東武東上線,霞ヶ関,宝町,1,10,13,3.0
東武東上線,池袋,宝町,1,38,41,7.4
東武野田線,大宮,宝町,1,53,56,6.4
東武野田線,柏,宝町,1,56,59,4.4
東武野田線,増尾,宝町,1,56,59,3.5
東武野田線,逆井,宝町,1,54,57,3.8
東武野田線,高柳,宝町,1,49,52,4.9
東武野田線,六実,宝町,1,47,50,5.1
東武野田線,馬込沢,宝町,1,53,56,4.5
東武野田線,塚田,宝町,1,56,59,6.0
東武野田線,船橋,宝町,0,48,51,6.2
東葉高速線,北習志野,宝町,1,56,59,3.5
東葉高速線,飯山満,宝町,1,50,53,3.6
東葉高速線,東海神,宝町,1,49,52,6.3
東葉高速線,西船橋,宝町,1,40,43,6.3
湘南モノレール,大船,宝町,1,53,56,5.7
相鉄新横浜線,新横浜,宝町,1,39,42,6.6
相鉄本線,横浜,宝町,0,47,50,6.8
西武新宿線,西武新宿,宝町,1,49,52,7.8
西武新宿線,高田馬場,宝町,1,23,26,7.5
西武新宿線,中井,宝町,1,40,43,6.9
西武有楽町線,練馬,宝町,1,48,51,6.3
西武池袋線,池袋,宝町,1,38,41,7.4
西武池袋線,練馬,宝町,1,48,51,6.3
西武豊島線,練馬,宝町,1,48,51,6.3
都電荒川線,三ノ輪橋,宝町,1,25,28,7.7
都電荒川線,町屋駅前,宝町,1,44,47,6.5
都電荒川線,梶原,宝町,1,54,57,6.5
都電荒川線,王子駅前,宝町,1,40,43,6.3
都電荒川線,新庚申塚,宝町,1,45,48,6.7
都電荒川線,大塚駅前,宝町,1,38,41,8.4
みなとみらい線,横浜,宝町,0,47,50,6.8
みなとみらい線,新高島,宝町,1,55,58,7.8
みなとみらい線,みなとみらい,宝町,1,57,60,7.5
埼玉高速鉄道線,赤羽岩淵,宝町,1,50,53,6.6
東京メトロ丸ノ内線,池袋,宝町,1,38,41,7.4
東京メトロ丸ノ内線,茗荷谷,宝町,1,52,55,7.9
東京メトロ丸ノ内線,後楽園,宝町,1,36,39,8.7
東京メトロ丸ノ内線,本郷三丁目,宝町,1,28,31,8.5
東京メトロ丸ノ内線,御茶ノ水,宝町,1,17,20,9.4
東京メトロ丸ノ内線,淡路町,宝町,1,19,22,10.0
東京メトロ丸ノ内線,大手町,宝町,1,7,10,10.8
東京メトロ丸ノ内線,東京,宝町,1,13,16,9.6
東京メトロ丸ノ内線,銀座,宝町,1,6,9,10.9
東京メトロ丸ノ内線,霞ケ関,宝町,1,10,13,10.7
東京メトロ丸ノ内線,国会議事堂前,宝町,1,23,26,10.9
東京メトロ丸ノ内線,赤坂見附,宝町,1,15,18,13.2
東京メトロ丸ノ内線,四ツ谷,宝町,1,26,29,10.0
東京メトロ丸ノ内線,新宿三丁目,宝町,1,27,30,8.9
東京メトロ丸ノ内線,新宿,宝町,1,28,31,8.2
東京メトロ丸ノ内線,中野坂上,宝町,1,35,38,7.0
東京メトロ丸ノ内線,荻窪,宝町,1,39,42,6.7
東京メトロ副都心線,池袋,宝町,1,38,41,7.4
東京メトロ副都心線,東新宿,宝町,1,41,44,8.5
東京メトロ副都心線,新宿三丁目,宝町,1,27,30,8.9
東京メトロ副都心線,渋谷,宝町,1,25,28,10.8
東京メトロ千代田線,北千住,宝町,1,25,28,7.2
東京メトロ千代田線,町屋,宝町,1,41,44,6.5
東京メトロ千代田線,西日暮里,宝町,1,30,33,7.0
東京メトロ千代田線,根津,宝町,1,50,53,7.4
東京メトロ千代田線,湯島,宝町,1,38,41,9.1
東京メトロ千代田線,新御茶ノ水,宝町,1,20,23,9.0
東京メトロ千代田線,大手町,宝町,1,7,10,10.8
東京メトロ千代田線,日比谷,宝町,1,8,11,8.7
東京メトロ千代田線,霞ケ関,宝町,1,10,13,10.7
東京メトロ千代田線,国会議事堂前,宝町,1,23,26,10.9
東京メトロ千代田線,表参道,宝町,1,22,25,12.1
東京メトロ半蔵門線,渋谷,宝町,1,25,28,10.8
東京メトロ半蔵門線,表参道,宝町,1,22,25,12.1
東京メトロ半蔵門線,青山一丁目,宝町,1,18,21,9.0
東京メトロ半蔵門線,永田町,宝町,1,21,24,12.3
東京メトロ半蔵門線,半蔵門,宝町,1,25,28,11.0
東京メトロ半蔵門線,九段下,宝町,1,12,15,10.0
東京メトロ半蔵門線,神保町,宝町,1,17,20,9.8
東京メトロ半蔵門線,大手町,宝町,1,7,10,10.8
東京メトロ半蔵門線,三越前,宝町,1,9,12,9.1
東京メトロ半蔵門線,水天宮前,宝町,0,12,15,9.3
東京メトロ半蔵門線,清澄白河,宝町,1,18,21,8.4
東京メトロ半蔵門線,錦糸町,宝町,1,18,21,7.9
東京メトロ南北線,赤羽岩淵,宝町,1,50,53,6.6
東京メトロ南北線,王子,宝町,1,37,40,6.4
東京メトロ南北線,駒込,宝町,1,32,35,7.5
東京メトロ南北線,後楽園,宝町,1,36,39,8.7
東京メトロ南北線,飯田橋,宝町,1,14,17,9.5
東京メトロ南北線,市ケ谷,宝町,1,21,24,9.8
東京メトロ南北線,四ツ谷,宝町,1,26,29,10.0
東京メトロ南北線,永田町,宝町,1,21,24,12.3
東京メトロ南北線,溜池山王,宝町,1,13,16,12.9
東京メトロ南北線,六本木一丁目,宝町,1,27,30,12.6
東京メトロ南北線,麻布十番,宝町,1,16,19,11.6
東京メトロ南北線,白金高輪,宝町,1,16,19,10.5
東京メトロ南北線,白金台,宝町,1,20,23,11.2
東京メトロ南北線,目黒,宝町,1,23,26,9.9
東京メトロ日比谷線,小伝馬町,宝町,1,7,10,9.0
東京メトロ日比谷線,北千住,宝町,1,25,28,7.2
東京メトロ日比谷線,南千住,宝町,1,21,24,7.7
東京メトロ日比谷線,三ノ輪,宝町,1,19,22,7.5
東京メトロ日比谷線,入谷,宝町,1,17,20,7.5
東京メトロ日比谷線,上野,宝町,1,14,17,8.1
東京メトロ日比谷線,仲御徒町,宝町,1,12,15,9.8
東京メトロ日比谷線,秋葉原,宝町,1,10,13,9.4
東京メトロ日比谷線,人形町,宝町,0,3,6,9.0
東京メトロ日比谷線,茅場町,宝町,1,8,11,9.2
東京メトロ日比谷線,八丁堀,宝町,1,8,11,9.8
東京メトロ日比谷線,築地,宝町,1,5,8,9.2
東京メトロ日比谷線,東銀座,宝町,0,1,4,10.5
東京メトロ日比谷線,銀座,宝町,1,6,9,10.9
東京メトロ日比谷線,日比谷,宝町,1,8,11,8.7
東京メトロ日比谷線,霞ケ関,宝町,1,10,13,10.7
東京メトロ日比谷線,虎ノ門ヒルズ,宝町,1,12,15,11.6
東京メトロ日比谷線,神谷町,宝町,1,14,17,11.8
東京メトロ日比谷線,六本木,宝町,1,17,20,11.6
東京メトロ日比谷線,広尾,宝町,1,21,24,11.2
東京メトロ日比谷線,恵比寿,宝町,1,24,27,11.0
東京メトロ日比谷線,中目黒,宝町,1,27,30,9.2
東京メトロ有楽町線,池袋,宝町,1,38,41,7.4
東京メトロ有楽町線,飯田橋,宝町,1,14,17,9.5
東京メトロ有楽町線,市ケ谷,宝町,1,21,24,9.8
東京メトロ有楽町線,麹町,宝町,1,35,38,11.5
東京メトロ有楽町線,永田町,宝町,1,21,24,12.3
東京メトロ有楽町線,桜田門,宝町,1,24,27,4.0
東京メトロ有楽町線,有楽町,宝町,1,11,14,10.8
東京メトロ有楽町線,銀座一丁目,宝町,1,13,16,10.4
東京メトロ有楽町線,新富町,宝町,1,12,15,10.0
東京メトロ有楽町線,月島,宝町,1,20,23,9.9
東京メトロ有楽町線,豊洲,宝町,1,29,32,10.0
東京メトロ東西線,西船橋,宝町,1,40,43,6.3
東京メトロ東西線,原木中山,宝町,1,39,42,5.1
東京メトロ東西線,妙典,宝町,1,35,38,5.5
東京メトロ東西線,行徳,宝町,1,33,36,5.2
東京メトロ東西線,南行徳,宝町,1,31,34,5.3
東京メトロ東西線,浦安,宝町,1,29,32,5.3
東京メトロ東西線,葛西,宝町,1,26,29,5.7
東京メトロ東西線,西葛西,宝町,1,24,27,5.7
東京メトロ東西線,南砂町,宝町,1,20,23,7.5
東京メトロ東西線,東陽町,宝町,1,17,20,8.0
東京メトロ東西線,木場,宝町,1,15,18,8.5
東京メトロ東西線,門前仲町,宝町,1,12,15,8.7
東京メトロ東西線,茅場町,宝町,1,8,11,9.2
東京メトロ東西線,大手町,宝町,1,7,10,10.8
東京メトロ東西線,竹橋,宝町,1,9,12,10.5
東京メトロ東西線,九段下,宝町,1,12,15,10.0
東京メトロ東西線,飯田橋,宝町,1,14,17,9.5
東京メトロ東西線,神楽坂,宝町,1,17,20,8.7
東京メトロ東西線,高田馬場,宝町,1,23,26,7.5
東京メトロ東西線,落合,宝町,1,26,29,7.0
東京メトロ東西線,中野,宝町,1,30,33,7.0
東京メトロ東西線,高円寺,宝町,1,35,38,6.9
東京メトロ東西線,阿佐ケ谷,宝町,1,37,40,6.8
東京メトロ東西線,荻窪,宝町,1,39,42,6.7
東京メトロ東西線,西荻窪,宝町,1,42,45,6.5
東京メトロ東西線,吉祥寺,宝町,1,44,47,6.3
東京メトロ東西線,三鷹,宝町,1,47,50,6.1
東京メトロ銀座線,浅草,宝町,0,11,14,8.1
東京メトロ銀座線,田原町,宝町,1,17,20,8.4
東京メトロ銀座線,稲荷町,宝町,1,19,22,8.5
東京メトロ銀座線,上野,宝町,1,14,17,8.1
東京メトロ銀座線,上野広小路,宝町,1,15,18,9.5
東京メトロ銀座線,末広町,宝町,1,13,16,9.9
東京メトロ銀座線,神田,宝町,1,11,14,9.9
東京メトロ銀座線,三越前,宝町,1,9,12,9.1
東京メトロ銀座線,銀座,宝町,1,6,9,10.9
東京メトロ銀座線,新橋,宝町,0,3,6,11.0
東京メトロ銀座線,虎ノ門,宝町,1,11,14,11.2
東京メトロ銀座線,溜池山王,宝町,1,13,16,12.9
東京メトロ銀座線,赤坂見附,宝町,1,15,18,13.2
東京メトロ銀座線,青山一丁目,宝町,1,18,21,9.0
東京メトロ銀座線,外苑前,宝町,1,19,22,11.0
東京メトロ銀座線,表参道,宝町,1,22,25,12.1
東京メトロ銀座線,渋谷,宝町,1,25,28,10.8
横浜市営地下鉄グリーンライン,日吉,宝町,1,46,49,6.1
横浜市営地下鉄ブルーライン,戸塚,宝町,1,47,50,5.0
横浜市営地下鉄ブルーライン,上大岡,宝町,0,57,60,5.0
横浜市営地下鉄ブルーライン,関内,宝町,1,55,58,6.5
横浜市営地下鉄ブルーライン,桜木町,宝町,1,52,55,6.4
横浜市営地下鉄ブルーライン,高島町,宝町,1,57,60,6.3
横浜市営地下鉄ブルーライン,横浜,宝町,0,47,50,6.8
横浜市営地下鉄ブルーライン,新横浜,宝町,1,39,42,6.6
都営三田線,新高島平,宝町,1,56,59,5.2
都営三田線,高島平,宝町,1,55,58,5.2
都営三田線,西台,宝町,1,53,56,5.5
都営三田線,蓮根,宝町,1,51,54,6.2
都営三田線,志村三丁目,宝町,1,49,52,6.3
都営三田線,志村坂上,宝町,1,47,50,6.2
都営三田線,本蓮沼,宝町,1,45,48,6.2
都営三田線,板橋本町,宝町,1,43,46,6.4
都営三田線,板橋区役所前,宝町,1,41,44,6.8
都営三田線,新板橋,宝町,1,39,42,6.5
都営三田線,西巣鴨,宝町,1,37,40,6.9
都営三田線,巣鴨,宝町,1,34,37,7.8
都営三田線,千石,宝町,1,33,36,8.0
都営三田線,春日,宝町,1,28,31,8.5
都営三田線,水道橋,宝町,1,19,22,9.0
都営三田線,神保町,宝町,1,17,20,9.8
都営三田線,大手町,宝町,1,7,10,10.8
都営三田線,日比谷,宝町,1,8,11,8.7
都営三田線,内幸町,宝町,0,14,17,10.5
都営三田線,御成門,宝町,1,17,20,11.0
都営三田線,芝公園,宝町,1,15,18,10.4
都営三田線,白金高輪,宝町,1,16,19,10.5
都営三田線,白金台,宝町,1,20,23,11.2
都営三田線,目黒,宝町,1,23,26,9.9
都営大江戸線,都庁前,宝町,1,31,34,7.8
都営大江戸線,新宿西口,宝町,1,43,46,8.0
都営大江戸線,東新宿,宝町,1,41,44,8.5
都営大江戸線,若松河田,宝町,1,38,41,8.0
都営大江戸線,牛込柳町,宝町,1,37,40,8.4
都営大江戸線,牛込神楽坂,宝町,1,34,37,8.8
都営大江戸線,飯田橋,宝町,1,14,17,9.5
都営大江戸線,春日,宝町,1,28,31,8.5
都営大江戸線,本郷三丁目,宝町,1,28,31,8.5
都営大江戸線,上野御徒町,宝町,1,17,20,10.1
都営大江戸線,新御徒町,宝町,1,22,25,8.6
都営大江戸線,蔵前,宝町,0,9,12,8.9
都営大江戸線,両国,宝町,1,15,18,8.4
都営大江戸線,森下,宝町,1,16,19,8.4
都営大江戸線,清澄白河,宝町,1,18,21,8.4
都営大江戸線,門前仲町,宝町,1,12,15,8.7
都営大江戸線,月島,宝町,1,20,23,9.9
都営大江戸線,勝どき,宝町,1,18,21,9.1
都営大江戸線,築地市場,宝町,1,14,17,8.1
都営大江戸線,汐留,宝町,1,13,16,11.3
都営大江戸線,大門,宝町,0,5,8,10.8
都営大江戸線,赤羽橋,宝町,1,14,17,11.2
都営大江戸線,麻布十番,宝町,1,16,19,11.6
都営大江戸線,六本木,宝町,1,17,20,11.6
都営大江戸線,青山一丁目,宝町,1,18,21,9.0
都営大江戸線,国立競技場,宝町,1,24,27,9.4
都営大江戸線,代々木,宝町,1,26,29,10.1
都営大江戸線,新宿,宝町,1,28,31,8.2
都営大江戸線,西新宿五丁目,宝町,1,33,36,7.7
都営大江戸線,中野坂上,宝町,1,35,38,7.0
都営大江戸線,東中野,宝町,1,38,41,7.0
都営大江戸線,中井,宝町,1,40,43,6.9
都営大江戸線,落合南長崎,宝町,1,42,45,6.5
都営大江戸線,新江古田,宝町,1,45,48,6.4
都営大江戸線,練馬,宝町,1,48,51,6.3
都営大江戸線,練馬春日町,宝町,1,52,55,7.0
都営大江戸線,光が丘,宝町,1,54,57,7.0
都営新宿線,本八幡,宝町,0,43,46,5.9
都営新宿線,篠崎,宝町,1,36,39,6.2
都営新宿線,瑞江,宝町,1,34,37,6.0
都営新宿線,一之江,宝町,1,31,34,5.5
都営新宿線,船堀,宝町,1,29,32,5.8
都営新宿線,東大島,宝町,1,26,29,6.3
都営新宿線,西大島,宝町,1,22,25,7.6
都営新宿線,菊川,宝町,1,18,21,8.2
都営新宿線,森下,宝町,1,16,19,8.4
都営新宿線,浜町,宝町,1,14,17,9.2
都営新宿線,馬喰横山,宝町,0,10,13,8.4
都営新宿線,岩本町,宝町,1,13,16,9.7
都営新宿線,小川町,宝町,1,15,18,4.4
都営新宿線,神保町,宝町,1,17,20,9.8
都営新宿線,九段下,宝町,1,12,15,10.0
都営新宿線,曙橋,宝町,1,24,27,9.0
都営新宿線,新宿三丁目,宝町,1,27,30,8.9
都営新宿線,新宿,宝町,1,28,31,8.2
都営浅草線,本所吾妻橋,宝町,0,13,16,8.1
都営浅草線,浅草,宝町,0,11,14,8.1
都営浅草線,蔵前,宝町,0,9,12,8.9
都営浅草線,浅草橋,宝町,0,7,10,8.8
都営浅草線,東日本橋,宝町,0,5,8,8.5
都営浅草線,人形町,宝町,0,3,6,9.0
都営浅草線,東銀座,宝町,0,1,4,10.5
都営浅草線,新橋,宝町,0,3,6,11.0
都営浅草線,大門,宝町,0,5,8,10.8
都営浅草線,泉岳寺,宝町,0,11,14,9.7
都営浅草線,高輪台,宝町,0,14,17,9.9
都営浅草線,五反田,宝町,0,16,19,8.9
都営浅草線,戸越,宝町,0,18,21,8.1
都営浅草線,中延,宝町,0,21,24,7.9
都営浅草線,馬込,宝町,0,22,25,7.4
都営浅草線,西馬込,宝町,0,25,28,6.9
わたらせ渓谷鐵道,中野,宝町,1,30,33,7.0
伊豆箱根鉄道大雄山線,小田原,宝町,1,53,56,5.2
江ノ電,藤沢,宝町,1,54,57,5.6
流鉄流山線,幸谷,宝町,1,54,57,4.2
箱根登山鉄道,小田原,宝町,1,53,56,5.2
JR上野東京ライン,品川,八丁堀,1,20,23,9.1
JR上野東京ライン,新橋,八丁堀,1,9,12,11.0
JR上野東京ライン,東京,八丁堀,0,2,5,9.6
JR上野東京ライン,上野,八丁堀,0,12,15,8.1
JR中央・総武線各駅停車,三鷹,八丁堀,1,46,49,6.1
JR中央・総武線各駅停車,吉祥寺,八丁堀,1,43,46,6.3
JR中央・総武線各駅停車,西荻窪,八丁堀,1,41,44,6.5
JR中央・総武線各駅停車,荻窪,八丁堀,1,38,41,6.7
JR中央・総武線各駅停車,阿佐ケ谷,八丁堀,1,36,39,6.8
JR中央・総武線各駅停車,高円寺,八丁堀,1,34,37,6.9
JR中央・総武線各駅停車,中野,八丁堀,1,31,34,7.0
JR中央・総武線各駅停車,東中野,八丁堀,1,40,43,7.0
JR中央・総武線各駅停車,大久保,八丁堀,1,37,40,7.4
JR中央・総武線各駅停車,新宿,八丁堀,1,29,32,8.2
JR中央・総武線各駅停車,代々木,八丁堀,1,32,35,10.1
JR中央・総武線各駅停車,千駄ケ谷,八丁堀,1,30,33,10.0
JR中央・総武線各駅停車,信濃町,八丁堀,1,28,31,8.8
JR中央・総武線各駅停車,四ツ谷,八丁堀,1,20,23,10.0
JR中央・総武線各駅停車,市ケ谷,八丁堀,1,23,26,9.8
JR中央・総武線各駅停車,飯田橋,八丁堀,1,15,18,9.5
JR中央・総武線各駅停車,水道橋,八丁堀,1,19,22,9.0
JR中央・総武線各駅停車,御茶ノ水,八丁堀,1,16,19,9.4
JR中央・総武線各駅停車,秋葉原,八丁堀,0,8,11,9.4
JR中央・総武線各駅停車,浅草橋,八丁堀,1,11,14,8.8
JR中央・総武線各駅停車,両国,八丁堀,1,19,22,8.4
JR中央・総武線各駅停車,錦糸町,八丁堀,0,38,41,7.9
JR中央・総武線各駅停車,亀戸,八丁堀,0,42,45,7.5
JR中央・総武線各駅停車,平井,八丁堀,1,27,30,6.2
JR中央・総武線各駅停車,新小岩,八丁堀,1,30,33,6.0
JR中央・総武線各駅停車,小岩,八丁堀,1,34,37,6.0
JR中央・総武線各駅停車,市川,八丁堀,1,37,40,6.0
JR中央・総武線各駅停車,本八幡,八丁堀,1,36,39,5.9
JR中央・総武線各駅停車,下総中山,八丁堀,1,34,37,5.3
JR中央・総武線各駅停車,西船橋,八丁堀,0,27,30,6.3
JR中央・総武線各駅停車,船橋,八丁堀,1,37,40,6.2
JR中央・総武線各駅停車,東船橋,八丁堀,1,36,39,4.5
JR中央・総武線各駅停車,津田沼,八丁堀,1,42,45,5.0
JR中央・総武線各駅停車,幕張本郷,八丁堀,1,49,52,4.5
JR中央・総武線各駅停車,幕張,八丁堀,1,52,55,6.2
JR中央・総武線各駅停車,新検見川,八丁堀,1,54,57,4.9
JR中央・総武線各駅停車,稲毛,八丁堀,1,57,60,4.9
JR中央・総武線各駅停車,千葉,八丁堀,1,57,60,5.4
JR中央本線,東京,八丁堀,0,2,5,9.6
JR中央本線,新宿,八丁堀,1,29,32,8.2
JR中央本線,三鷹,八丁堀,1,46,49,6.1
JR中央線,東京,八丁堀,0,2,5,9.6
JR中央線,神田,八丁堀,1,16,19,9.9
JR中央線,御茶ノ水,八丁堀,1,16,19,9.4
JR中央線,四ツ谷,八丁堀,1,20,23,10.0
JR中央線,新宿,八丁堀,1,29,32,8.2
JR中央線,中野,八丁堀,1,31,34,7.0
JR中央線,高円寺,八丁堀,1,34,37,6.9
JR中央線,阿佐ケ谷,八丁堀,1,36,39,6.8
JR中央線,荻窪,八丁堀,1,38,41,6.7
JR中央線,西荻窪,八丁堀,1,41,44,6.5
JR中央線,吉祥寺,八丁堀,1,43,46,6.3
JR中央線,三鷹,八丁堀,1,46,49,6.1
JR中央線,武蔵境,八丁堀,1,54,57,6.0
JR中央線,東小金井,八丁堀,1,57,60,5.8
JR京浜東北線,大宮,八丁堀,1,46,49,6.4
JR京浜東北線,さいたま新都心,八丁堀,1,47,50,6.4
JR京浜東北線,浦和,八丁堀,1,42,45,5.6
JR京浜東北線,蕨,八丁堀,1,48,51,5.0
JR京浜東北線,西川口,八丁堀,1,45,48,5.1
JR京浜東北線,川口,八丁堀,1,42,45,5.3
JR京浜東北線,赤羽,八丁堀,1,33,36,6.7
JR京浜東北線,東十条,八丁堀,1,36,39,6.5
JR京浜東北線,王子,八丁堀,1,33,36,6.4
JR京浜東北線,上中里,八丁堀,1,31,34,6.8
JR京浜東北線,田端,八丁堀,1,28,31,7.0
JR京浜東北線,西日暮里,八丁堀,1,25,28,7.0
JR京浜東北線,日暮里,八丁堀,1,24,27,7.5
JR京浜東北線,鶯谷,八丁堀,1,22,25,7.6
JR京浜東北線,上野,八丁堀,0,12,15,8.1
JR京浜東北線,御徒町,八丁堀,0,16,19,8.9
JR京浜東北線,秋葉原,八丁堀,0,8,11,9.4
JR京浜東北線,神田,八丁堀,1,16,19,9.9
JR京浜東北線,東京,八丁堀,0,2,5,9.6
JR京浜東北線,有楽町,八丁堀,0,14,17,10.8
JR京浜東北線,新橋,八丁堀,1,9,12,11.0
JR京浜東北線,浜松町,八丁堀,1,21,24,10.4
JR京浜東北線,田町,八丁堀,1,23,26,9.9
JR京浜東北線,高輪ゲートウェイ,八丁堀,1,25,28,9.2
JR京浜東北線,品川,八丁堀,1,20,23,9.1
JR京浜東北線,大井町,八丁堀,1,32,35,8.1
JR京浜東北線,大森,八丁堀,1,35,38,7.2
JR京浜東北線,蒲田,八丁堀,1,38,41,7.3
JR京浜東北線,川崎,八丁堀,1,35,38,6.5
JR京浜東北線,鶴見,八丁堀,1,47,50,5.9
JR京浜東北線,新子安,八丁堀,1,51,54,4.7
JR京浜東北線,東神奈川,八丁堀,1,54,57,6.2
JR京浜東北線,横浜,八丁堀,1,45,48,6.8
JR京葉線,東京,八丁堀,0,2,5,9.6
JR京葉線,越中島,八丁堀,0,2,5,9.2
JR京葉線,潮見,八丁堀,0,5,8,7.8
JR京葉線,新木場,八丁堀,0,7,10,9.1
JR京葉線,葛西臨海公園,八丁堀,0,11,14,5.5
JR京葉線,舞浜,八丁堀,0,14,17,5.0
JR京葉線,新浦安,八丁堀,0,18,21,5.2
JR京葉線,市川塩浜,八丁堀,0,21,24,5.0
JR京葉線,二俣新町,八丁堀,0,26,29,4.5
JR京葉線,南船橋,八丁堀,0,32,35,4.7
JR京葉線,新習志野,八丁堀,0,33,36,6.2
JR京葉線,海浜幕張,八丁堀,0,38,41,6.1
JR京葉線,検見川浜,八丁堀,0,41,44,5.3
JR京葉線,稲毛海岸,八丁堀,0,43,46,5.7
JR京葉線,千葉みなと,八丁堀,0,47,50,5.6
JR京葉線,蘇我,八丁堀,0,37,40,5.3
JR八高線,小川町,八丁堀,1,20,23,4.4
JR内房線,千葉,八丁堀,1,57,60,5.4
JR内房線,蘇我,八丁堀,0,37,40,5.3
